culture,plate,disk,species,clade,mycoparasitism,region,Axis.1,Axis.2,disease_severity
TIE_T3L5C26,10.4,10.4_1,C_allicinum,herbarum,1,East,0.478518139,0.082364672,62
TIE_T3L5C26,10.4,10.4_2,C_allicinum,herbarum,1,East,0.478518139,0.082364672,76
TIE_T3L5C26,10.4,10.4_3,C_allicinum,herbarum,0,East,0.478518139,0.082364672,40
TIE_T3L5C26,10.2,10.2_1,C_allicinum,herbarum,0,East,0.478518139,0.082364672,68
TIE_T3L5C26,10.2,10.2_2,C_allicinum,herbarum,0,East,0.478518139,0.082364672,72
TIE_T3L5C26,10.2,10.2_3,C_allicinum,herbarum,0,East,0.478518139,0.082364672,3
TIE_T3L5C26,10.1,10.1_1,C_allicinum,herbarum,0,East,0.478518139,0.082364672,25
TIE_T3L5C26,10.1,10.1_2,C_allicinum,herbarum,0,East,0.478518139,0.082364672,19
TIE_T3L5C26,10.1,10.1_3,C_allicinum,herbarum,0,East,0.478518139,0.082364672,25
TIE_T3L5C26,10.3,10.3_1,C_allicinum,herbarum,0,East,0.478518139,0.082364672,24
TIE_T3L5C26,10.3,10.3_2,C_allicinum,herbarum,0,East,0.478518139,0.082364672,47
TIE_T3L5C26,10.3,10.3_3,C_allicinum,herbarum,0,East,0.478518139,0.082364672,6
LS_T4L3C39,7.3,7.3_1,C_limoniforme,herbarum,0,East,0.474754464,0.07976888,17
LS_T4L3C39,7.3,7.3_2,C_limoniforme,herbarum,0,East,0.474754464,0.07976888,35
LS_T4L3C39,7.3,7.3_3,C_limoniforme,herbarum,0,East,0.474754464,0.07976888,10
LS_T4L3C39,7.2,7.2_1,C_limoniforme,herbarum,0,East,0.474754464,0.07976888,38
LS_T4L3C39,7.2,7.2_2,C_limoniforme,herbarum,0,East,0.474754464,0.07976888,21
LS_T4L3C39,7.2,7.2_3,C_limoniforme,herbarum,0,East,0.474754464,0.07976888,18
LS_T4L3C39,7.1,7.1_1,C_limoniforme,herbarum,0,East,0.474754464,0.07976888,27
LS_T4L3C39,7.1,7.1_2,C_limoniforme,herbarum,1,East,0.474754464,0.07976888,39
LS_T4L3C39,7.1,7.1_3,C_limoniforme,herbarum,0,East,0.474754464,0.07976888,14
LS_T4L3C39,7.4,7.4_1,C_limoniforme,herbarum,0,East,0.474754464,0.07976888,25
LS_T4L3C39,7.4,7.4_2,C_limoniforme,herbarum,0,East,0.474754464,0.07976888,40
LS_T4L3C39,7.4,7.4_3,C_limoniforme,herbarum,0,East,0.474754464,0.07976888,59
YK_T2L5C7,4.2,4.2_1,C_limoniforme,herbarum,1,East,0.475898549,0.08026475,28
YK_T2L5C7,4.2,4.2_2,C_limoniforme,herbarum,0,East,0.475898549,0.08026475,39
YK_T2L5C7,4.2,4.2_3,C_limoniforme,herbarum,0,East,0.475898549,0.08026475,25
YK_T2L5C7,4.4,4.4_1,C_limoniforme,herbarum,0,East,0.475898549,0.08026475,52
YK_T2L5C7,4.4,4.4_2,C_limoniforme,herbarum,0,East,0.475898549,0.08026475,35
YK_T2L5C7,4.4,4.4_3,C_limoniforme,herbarum,1,East,0.475898549,0.08026475,37
YK_T2L5C7,4.3,4.3_1,C_limoniforme,herbarum,0,East,0.475898549,0.08026475,92
YK_T2L5C7,4.3,4.3_2,C_limoniforme,herbarum,0,East,0.475898549,0.08026475,32
YK_T2L5C7,4.3,4.3_3,C_limoniforme,herbarum,0,East,0.475898549,0.08026475,16
YK_T2L5C7,4.1,4.1_1,C_limoniforme,herbarum,0,East,0.475898549,0.08026475,12
YK_T2L5C7,4.1,4.1_2,C_limoniforme,herbarum,0,East,0.475898549,0.08026475,50
YK_T2L5C7,4.1,4.1_3,C_limoniforme,herbarum,0,East,0.475898549,0.08026475,17
TIE_T5L2C35,32.4,32.4_1,C_macrocarpum,herbarum,0,East,0.499732476,0.092141569,50
TIE_T5L2C35,32.4,32.4_2,C_macrocarpum,herbarum,0,East,0.499732476,0.092141569,48
TIE_T5L2C35,32.4,32.4_3,C_macrocarpum,herbarum,0,East,0.499732476,0.092141569,101
TIE_T5L2C35,32.2,32.2_1,C_macrocarpum,herbarum,0,East,0.499732476,0.092141569,26
TIE_T5L2C35,32.2,32.2_2,C_macrocarpum,herbarum,0,East,0.499732476,0.092141569,59
TIE_T5L2C35,32.2,32.2_3,C_macrocarpum,herbarum,0,East,0.499732476,0.092141569,6
TIE_T5L2C35,32.1,32.1_1,C_macrocarpum,herbarum,0,East,0.499732476,0.092141569,29
TIE_T5L2C35,32.1,32.1_3,C_macrocarpum,herbarum,1,East,0.499732476,0.092141569,16
TIE_T5L2C35,32.3,32.3_1,C_macrocarpum,herbarum,1,East,0.499732476,0.092141569,32
TIE_T5L2C35,32.3,32.3_2,C_macrocarpum,herbarum,0,East,0.499732476,0.092141569,19
TIE_T5L2C35,32.3,32.3_3,C_macrocarpum,herbarum,0,East,0.499732476,0.092141569,13
DO_T3L1C15,11.3,11.3_1,C_ramotenellum,herbarum,0,West,0.392873634,0.038408893,44
DO_T3L1C15,11.3,11.3_2,C_ramotenellum,herbarum,0,West,0.392873634,0.038408893,40
DO_T3L1C15,11.3,11.3_3,C_ramotenellum,herbarum,0,West,0.392873634,0.038408893,15
DO_T3L1C15,11.1,11.1_1,C_ramotenellum,herbarum,0,West,0.392873634,0.038408893,34
DO_T3L1C15,11.1,11.1_2,C_ramotenellum,herbarum,0,West,0.392873634,0.038408893,18
DO_T3L1C15,11.1,11.1_3,C_ramotenellum,herbarum,0,West,0.392873634,0.038408893,31
DO_T3L1C15,11.2,11.2_1,C_ramotenellum,herbarum,0,West,0.392873634,0.038408893,28
DO_T3L1C15,11.2,11.2_2,C_ramotenellum,herbarum,0,West,0.392873634,0.038408893,41
DO_T3L1C15,11.2,11.2_3,C_ramotenellum,herbarum,0,West,0.392873634,0.038408893,8
DO_T3L1C15,11.4,11.4_1,C_ramotenellum,herbarum,1,West,0.392873634,0.038408893,64
DO_T3L1C15,11.4,11.4_2,C_ramotenellum,herbarum,0,West,0.392873634,0.038408893,57
DO_T3L1C15,11.4,11.4_3,C_ramotenellum,herbarum,1,West,0.392873634,0.038408893,37
DO_T1L4C6,12.3,12.3_2,C_ramotenellum,herbarum,0,West,0.389089494,0.037095611,53
DO_T1L4C6,12.3,12.3_3,C_ramotenellum,herbarum,0,West,0.389089494,0.037095611,28
DO_T1L4C6,12.2,12.2_1,C_ramotenellum,herbarum,0,West,0.389089494,0.037095611,18
DO_T1L4C6,12.2,12.2_2,C_ramotenellum,herbarum,1,West,0.389089494,0.037095611,41
DO_T1L4C6,12.2,12.2_3,C_ramotenellum,herbarum,0,West,0.389089494,0.037095611,10
DO_T1L4C6,12.4,12.4_1,C_ramotenellum,herbarum,0,West,0.389089494,0.037095611,28
DO_T1L4C6,12.4,12.4_2,C_ramotenellum,herbarum,0,West,0.389089494,0.037095611,48
DO_T1L4C6,12.4,12.4_3,C_ramotenellum,herbarum,0,West,0.389089494,0.037095611,29
DO_T1L4C6,12.1,12.1_1,C_ramotenellum,herbarum,1,West,0.389089494,0.037095611,22
DO_T1L4C6,12.1,12.1_2,C_ramotenellum,herbarum,1,West,0.389089494,0.037095611,51
DO_T1L4C6,12.1,12.1_3,C_ramotenellum,herbarum,0,West,0.389089494,0.037095611,35
DO_T3L3C19,34.2,34.2_1,C_ramotenellum,herbarum,0,West,0.38713713,0.036414846,38
DO_T3L3C19,34.2,34.2_2,C_ramotenellum,herbarum,0,West,0.38713713,0.036414846,7
DO_T3L3C19,34.2,34.2_3,C_ramotenellum,herbarum,0,West,0.38713713,0.036414846,6
DO_T3L3C19,34.4,34.4_2,C_ramotenellum,herbarum,0,West,0.38713713,0.036414846,148
DO_T3L3C19,34.4,34.4_3,C_ramotenellum,herbarum,0,West,0.38713713,0.036414846,107
DO_T3L3C19,34.1,34.1_1,C_ramotenellum,herbarum,0,West,0.38713713,0.036414846,26
DO_T3L3C19,34.1,34.1_2,C_ramotenellum,herbarum,0,West,0.38713713,0.036414846,65
DO_T3L3C19,34.1,34.1_3,C_ramotenellum,herbarum,0,West,0.38713713,0.036414846,14
DO_T3L3C19,34.3,34.3_1,C_ramotenellum,herbarum,1,West,0.38713713,0.036414846,56
DO_T3L3C19,34.3,34.3_2,C_ramotenellum,herbarum,0,West,0.38713713,0.036414846,25
DO_T3L3C19,34.3,34.3_3,C_ramotenellum,herbarum,0,West,0.38713713,0.036414846,55
LS_T4L2C35,30.3,30.3_1,C_ramotenellum,herbarum,1,East,0.39189174,0.038020199,61
LS_T4L2C35,30.3,30.3_2,C_ramotenellum,herbarum,1,East,0.39189174,0.038020199,58
LS_T4L2C35,30.3,30.3_3,C_ramotenellum,herbarum,0,East,0.39189174,0.038020199,12
LS_T4L2C35,30.2,30.2_1,C_ramotenellum,herbarum,0,East,0.39189174,0.038020199,7
LS_T4L2C35,30.2,30.2_2,C_ramotenellum,herbarum,0,East,0.39189174,0.038020199,69
LS_T4L2C35,30.2,30.2_3,C_ramotenellum,herbarum,0,East,0.39189174,0.038020199,2
LS_T4L2C35,30.4,30.4_1,C_ramotenellum,herbarum,0,East,0.39189174,0.038020199,8
LS_T4L2C35,30.4,30.4_2,C_ramotenellum,herbarum,0,East,0.39189174,0.038020199,43
LS_T4L2C35,30.4,30.4_3,C_ramotenellum,herbarum,0,East,0.39189174,0.038020199,76
LS_T4L2C35,30.1,30.1_1,C_ramotenellum,herbarum,0,East,0.39189174,0.038020199,28
LS_T4L2C35,30.1,30.1_2,C_ramotenellum,herbarum,0,East,0.39189174,0.038020199,50
LS_T4L2C35,30.1,30.1_3,C_ramotenellum,herbarum,0,East,0.39189174,0.038020199,22
YK_T1L5C1,35.4,35.4_1,C_ramotenellum,herbarum,0,East,0.392461979,0.038267146,52
YK_T1L5C1,35.4,35.4_2,C_ramotenellum,herbarum,1,East,0.392461979,0.038267146,73
YK_T1L5C1,35.4,35.4_3,C_ramotenellum,herbarum,0,East,0.392461979,0.038267146,38
YK_T1L5C1,35.2,35.2_1,C_ramotenellum,herbarum,0,East,0.392461979,0.038267146,8
YK_T1L5C1,35.2,35.2_2,C_ramotenellum,herbarum,0,East,0.392461979,0.038267146,47
YK_T1L5C1,35.2,35.2_3,C_ramotenellum,herbarum,0,East,0.392461979,0.038267146,9
YK_T1L5C1,35.3,35.3_1,C_ramotenellum,herbarum,0,East,0.392461979,0.038267146,36
YK_T1L5C1,35.3,35.3_2,C_ramotenellum,herbarum,1,East,0.392461979,0.038267146,53
YK_T1L5C1,35.3,35.3_3,C_ramotenellum,herbarum,0,East,0.392461979,0.038267146,28
YK_T1L5C1,35.1,35.1_1,C_ramotenellum,herbarum,1,East,0.392461979,0.038267146,38
YK_T1L5C1,35.1,35.1_2,C_ramotenellum,herbarum,0,East,0.392461979,0.038267146,33
YK_T1L5C1,35.1,35.1_3,C_ramotenellum,herbarum,1,East,0.392461979,0.038267146,26
DO_T2L5C14,8.1,8.1_1,C_cf_cladosporioides_4,cladosporioides,1,West,-0.117601395,0.023754707,30
DO_T2L5C14,8.1,8.1_2,C_cf_cladosporioides_4,cladosporioides,1,West,-0.117601395,0.023754707,59
DO_T2L5C14,8.1,8.1_3,C_cf_cladosporioides_4,cladosporioides,1,West,-0.117601395,0.023754707,49
DO_T2L5C14,8.3,8.3_1,C_cf_cladosporioides_4,cladosporioides,1,West,-0.117601395,0.023754707,29
DO_T2L5C14,8.3,8.3_2,C_cf_cladosporioides_4,cladosporioides,1,West,-0.117601395,0.023754707,41
DO_T2L5C14,8.3,8.3_3,C_cf_cladosporioides_4,cladosporioides,1,West,-0.117601395,0.023754707,34
DO_T2L5C14,8.2,8.2_1,C_cf_cladosporioides_4,cladosporioides,1,West,-0.117601395,0.023754707,31
DO_T2L5C14,8.2,8.2_2,C_cf_cladosporioides_4,cladosporioides,1,West,-0.117601395,0.023754707,81
DO_T2L5C14,8.2,8.2_3,C_cf_cladosporioides_4,cladosporioides,1,West,-0.117601395,0.023754707,13
DO_T2L5C14,8.4,8.4_1,C_cf_cladosporioides_4,cladosporioides,1,West,-0.117601395,0.023754707,39
DO_T2L5C14,8.4,8.4_2,C_cf_cladosporioides_4,cladosporioides,1,West,-0.117601395,0.023754707,80
DO_T2L5C14,8.4,8.4_3,C_cf_cladosporioides_4,cladosporioides,1,West,-0.117601395,0.023754707,72
CW_T5L3C26,14.1,14.1_1,C_cladosporioides,cladosporioides,1,East,-0.112147971,0.019012761,40
CW_T5L3C26,14.1,14.1_2,C_cladosporioides,cladosporioides,1,East,-0.112147971,0.019012761,13
CW_T5L3C26,14.1,14.1_3,C_cladosporioides,cladosporioides,1,East,-0.112147971,0.019012761,57
CW_T5L3C26,14.4,14.4_1,C_cladosporioides,cladosporioides,1,East,-0.112147971,0.019012761,39
CW_T5L3C26,14.4,14.4_2,C_cladosporioides,cladosporioides,1,East,-0.112147971,0.019012761,92
CW_T5L3C26,14.4,14.4_3,C_cladosporioides,cladosporioides,1,East,-0.112147971,0.019012761,38
CW_T5L3C26,14.3,14.3_1,C_cladosporioides,cladosporioides,1,East,-0.112147971,0.019012761,20
CW_T5L3C26,14.3,14.3_2,C_cladosporioides,cladosporioides,1,East,-0.112147971,0.019012761,16
CW_T5L3C26,14.3,14.3_3,C_cladosporioides,cladosporioides,1,East,-0.112147971,0.019012761,13
CW_T5L3C26,14.2,14.2_1,C_cladosporioides,cladosporioides,1,East,-0.112147971,0.019012761,24
CW_T5L3C26,14.2,14.2_2,C_cladosporioides,cladosporioides,1,East,-0.112147971,0.019012761,35
CW_T5L3C26,14.2,14.2_3,C_cladosporioides,cladosporioides,1,East,-0.112147971,0.019012761,10
CW_T3L5C18,41.3,41.3_1,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,61
CW_T3L5C18,41.3,41.3_2,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,34
CW_T3L5C18,41.3,41.3_3,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,72
CW_T3L5C18,41.1,41.1_1,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,14
CW_T3L5C18,41.1,41.1_2,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,98
CW_T3L5C18,41.1,41.1_3,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,12
CW_T3L5C18,41.2,41.2_1,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,1
CW_T3L5C18,41.2,41.2_2,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,20
CW_T3L5C18,41.2,41.2_3,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,1
CW_T3L5C18,41.4,41.4_1,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,21
CW_T3L5C18,41.4,41.4_2,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,37
CW_T3L5C18,41.4,41.4_3,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,7
CW_T3L3C12.1,9.2,9.2_1,C_cladosporioides,cladosporioides,1,East,-0.114365611,0.019842656,15
CW_T3L3C12.1,9.2,9.2_2,C_cladosporioides,cladosporioides,1,East,-0.114365611,0.019842656,25
CW_T3L3C12.1,9.2,9.2_3,C_cladosporioides,cladosporioides,1,East,-0.114365611,0.019842656,12
CW_T3L3C12.1,9.4,9.4_1,C_cladosporioides,cladosporioides,1,East,-0.114365611,0.019842656,30
CW_T3L3C12.1,9.4,9.4_2,C_cladosporioides,cladosporioides,1,East,-0.114365611,0.019842656,66
CW_T3L3C12.1,9.4,9.4_3,C_cladosporioides,cladosporioides,1,East,-0.114365611,0.019842656,98
CW_T3L3C12.1,9.1,9.1_1,C_cladosporioides,cladosporioides,1,East,-0.114365611,0.019842656,12
CW_T3L3C12.1,9.1,9.1_2,C_cladosporioides,cladosporioides,1,East,-0.114365611,0.019842656,30
CW_T3L3C12.1,9.1,9.1_3,C_cladosporioides,cladosporioides,1,East,-0.114365611,0.019842656,13
CW_T3L3C12.1,9.3,9.3_1,C_cladosporioides,cladosporioides,1,East,-0.114365611,0.019842656,40
CW_T3L3C12.1,9.3,9.3_2,C_cladosporioides,cladosporioides,1,East,-0.114365611,0.019842656,51
CW_T3L3C12.1,9.3,9.3_3,C_cladosporioides,cladosporioides,1,East,-0.114365611,0.019842656,6
DO_T5L3C31,17.4,17.4_1,C_cladosporioides,cladosporioides,0,West,-0.115488677,0.020262883,17
DO_T5L3C31,17.4,17.4_2,C_cladosporioides,cladosporioides,1,West,-0.115488677,0.020262883,55
DO_T5L3C31,17.4,17.4_3,C_cladosporioides,cladosporioides,0,West,-0.115488677,0.020262883,85
DO_T5L3C31,17.1,17.1_1,C_cladosporioides,cladosporioides,1,West,-0.115488677,0.020262883,17
DO_T5L3C31,17.1,17.1_2,C_cladosporioides,cladosporioides,1,West,-0.115488677,0.020262883,6
DO_T5L3C31,17.1,17.1_3,C_cladosporioides,cladosporioides,1,West,-0.115488677,0.020262883,21
DO_T5L3C31,17.2,17.2_1,C_cladosporioides,cladosporioides,1,West,-0.115488677,0.020262883,30
DO_T5L3C31,17.2,17.2_2,C_cladosporioides,cladosporioides,1,West,-0.115488677,0.020262883,14
DO_T5L3C31,17.2,17.2_3,C_cladosporioides,cladosporioides,1,West,-0.115488677,0.020262883,7
DO_T5L3C31,17.3,17.3_1,C_cladosporioides,cladosporioides,1,West,-0.115488677,0.020262883,11
DO_T5L3C31,17.3,17.3_2,C_cladosporioides,cladosporioides,1,West,-0.115488677,0.020262883,15
DO_T5L3C31,17.3,17.3_3,C_cladosporioides,cladosporioides,1,West,-0.115488677,0.020262883,11
LS_T2L4C18,36.2,36.2_1,C_cladosporioides,cladosporioides,1,East,-0.118270682,0.021304604,5
LS_T2L4C18,36.2,36.2_2,C_cladosporioides,cladosporioides,1,East,-0.118270682,0.021304604,10
LS_T2L4C18,36.2,36.2_3,C_cladosporioides,cladosporioides,1,East,-0.118270682,0.021304604,5
LS_T2L4C18,36.1,36.1_1,C_cladosporioides,cladosporioides,1,East,-0.118270682,0.021304604,34
LS_T2L4C18,36.1,36.1_2,C_cladosporioides,cladosporioides,1,East,-0.118270682,0.021304604,16
LS_T2L4C18,36.1,36.1_3,C_cladosporioides,cladosporioides,1,East,-0.118270682,0.021304604,3
LS_T2L4C18,36.4,36.4_1,C_cladosporioides,cladosporioides,1,East,-0.118270682,0.021304604,40
LS_T2L4C18,36.4,36.4_2,C_cladosporioides,cladosporioides,1,East,-0.118270682,0.021304604,4
LS_T2L4C18,36.4,36.4_3,C_cladosporioides,cladosporioides,1,East,-0.118270682,0.021304604,62
LS_T2L4C18,36.3,36.3_1,C_cladosporioides,cladosporioides,1,East,-0.118270682,0.021304604,24
LS_T2L4C18,36.3,36.3_2,C_cladosporioides,cladosporioides,1,East,-0.118270682,0.021304604,17
LS_T2L4C18,36.3,36.3_3,C_cladosporioides,cladosporioides,1,East,-0.118270682,0.021304604,12
LS_T1L1C2,45.4,45.4_1,C_cladosporioides,cladosporioides,1,East,-0.111563595,0.018790982,64
LS_T1L1C2,45.4,45.4_2,C_cladosporioides,cladosporioides,1,East,-0.111563595,0.018790982,53
LS_T1L1C2,45.4,45.4_3,C_cladosporioides,cladosporioides,1,East,-0.111563595,0.018790982,23
LS_T1L1C2,45.2,45.2_1,C_cladosporioides,cladosporioides,1,East,-0.111563595,0.018790982,11
LS_T1L1C2,45.2,45.2_2,C_cladosporioides,cladosporioides,0,East,-0.111563595,0.018790982,13
LS_T1L1C2,45.2,45.2_3,C_cladosporioides,cladosporioides,1,East,-0.111563595,0.018790982,24
LS_T1L1C2,45.1,45.1_1,C_cladosporioides,cladosporioides,1,East,-0.111563595,0.018790982,26
LS_T1L1C2,45.1,45.1_2,C_cladosporioides,cladosporioides,0,East,-0.111563595,0.018790982,46
LS_T1L1C2,45.1,45.1_3,C_cladosporioides,cladosporioides,1,East,-0.111563595,0.018790982,17
LS_T1L1C2,45.3,45.3_1,C_cladosporioides,cladosporioides,1,East,-0.111563595,0.018790982,13
LS_T1L1C2,45.3,45.3_2,C_cladosporioides,cladosporioides,1,East,-0.111563595,0.018790982,55
LS_T1L1C2,45.3,45.3_3,C_cladosporioides,cladosporioides,1,East,-0.111563595,0.018790982,18
LS_T3L2C23,50.1,50.1_1,C_cladosporioides,cladosporioides,1,East,-0.113807749,0.019634318,26
LS_T3L2C23,50.1,50.1_2,C_cladosporioides,cladosporioides,1,East,-0.113807749,0.019634318,0
LS_T3L2C23,50.1,50.1_3,C_cladosporioides,cladosporioides,1,East,-0.113807749,0.019634318,14
LS_T3L2C23,50.2,50.2_1,C_cladosporioides,cladosporioides,0,East,-0.113807749,0.019634318,12
LS_T3L2C23,50.2,50.2_2,C_cladosporioides,cladosporioides,1,East,-0.113807749,0.019634318,7
LS_T3L2C23,50.2,50.2_3,C_cladosporioides,cladosporioides,1,East,-0.113807749,0.019634318,48
LS_T3L2C23,50.4,50.4_1,C_cladosporioides,cladosporioides,1,East,-0.113807749,0.019634318,45
LS_T3L2C23,50.4,50.4_2,C_cladosporioides,cladosporioides,1,East,-0.113807749,0.019634318,26
LS_T3L2C23,50.4,50.4_3,C_cladosporioides,cladosporioides,1,East,-0.113807749,0.019634318,44
LS_T3L2C23,50.3,50.3_1,C_cladosporioides,cladosporioides,1,East,-0.113807749,0.019634318,51
LS_T3L2C23,50.3,50.3_2,C_cladosporioides,cladosporioides,1,East,-0.113807749,0.019634318,32
LS_T3L2C23,50.3,50.3_3,C_cladosporioides,cladosporioides,1,East,-0.113807749,0.019634318,18
SK_T5L2C12,47.3,47.3_1,C_cladosporioides,cladosporioides,1,West,-0.117145745,0.020883022,22
SK_T5L2C12,47.3,47.3_2,C_cladosporioides,cladosporioides,1,West,-0.117145745,0.020883022,21
SK_T5L2C12,47.3,47.3_3,C_cladosporioides,cladosporioides,1,West,-0.117145745,0.020883022,70
SK_T5L2C12,47.1,47.1_1,C_cladosporioides,cladosporioides,1,West,-0.117145745,0.020883022,4
SK_T5L2C12,47.1,47.1_2,C_cladosporioides,cladosporioides,1,West,-0.117145745,0.020883022,52
SK_T5L2C12,47.1,47.1_3,C_cladosporioides,cladosporioides,1,West,-0.117145745,0.020883022,24
SK_T5L2C12,47.2,47.2_1,C_cladosporioides,cladosporioides,1,West,-0.117145745,0.020883022,14
SK_T5L2C12,47.2,47.2_2,C_cladosporioides,cladosporioides,1,West,-0.117145745,0.020883022,19
SK_T5L2C12,47.2,47.2_3,C_cladosporioides,cladosporioides,1,West,-0.117145745,0.020883022,2
SK_T5L2C12,47.4,47.4_1,C_cladosporioides,cladosporioides,1,West,-0.117145745,0.020883022,27
SK_T5L2C12,47.4,47.4_2,C_cladosporioides,cladosporioides,1,West,-0.117145745,0.020883022,53
SK_T5L2C12,47.4,47.4_3,C_cladosporioides,cladosporioides,1,West,-0.117145745,0.020883022,43
TIE_T4L1C27,16.1,16.1_1,C_cladosporioides,cladosporioides,1,East,-0.112106859,0.018992993,43
TIE_T4L1C27,16.1,16.1_2,C_cladosporioides,cladosporioides,1,East,-0.112106859,0.018992993,16
TIE_T4L1C27,16.1,16.1_3,C_cladosporioides,cladosporioides,1,East,-0.112106859,0.018992993,36
TIE_T4L1C27,16.4,16.4_1,C_cladosporioides,cladosporioides,1,East,-0.112106859,0.018992993,50
TIE_T4L1C27,16.4,16.4_2,C_cladosporioides,cladosporioides,1,East,-0.112106859,0.018992993,71
TIE_T4L1C27,16.4,16.4_3,C_cladosporioides,cladosporioides,1,East,-0.112106859,0.018992993,19
TIE_T4L1C27,16.3,16.3_1,C_cladosporioides,cladosporioides,1,East,-0.112106859,0.018992993,10
TIE_T4L1C27,16.3,16.3_2,C_cladosporioides,cladosporioides,1,East,-0.112106859,0.018992993,28
TIE_T4L1C27,16.3,16.3_3,C_cladosporioides,cladosporioides,1,East,-0.112106859,0.018992993,17
TIE_T4L1C27,16.2,16.2_1,C_cladosporioides,cladosporioides,1,East,-0.112106859,0.018992993,18
TIE_T4L1C27,16.2,16.2_2,C_cladosporioides,cladosporioides,1,East,-0.112106859,0.018992993,43
TIE_T4L1C27,16.2,16.2_3,C_cladosporioides,cladosporioides,1,East,-0.112106859,0.018992993,13
TIE_T5L1C32,28.3,28.3_1,C_cladosporioides,cladosporioides,1,East,-0.116033957,0.02046759,35
TIE_T5L1C32,28.3,28.3_2,C_cladosporioides,cladosporioides,1,East,-0.116033957,0.02046759,29
TIE_T5L1C32,28.3,28.3_3,C_cladosporioides,cladosporioides,1,East,-0.116033957,0.02046759,6
TIE_T5L1C32,28.1,28.1_1,C_cladosporioides,cladosporioides,1,East,-0.116033957,0.02046759,8
TIE_T5L1C32,28.1,28.1_2,C_cladosporioides,cladosporioides,1,East,-0.116033957,0.02046759,27
TIE_T5L1C32,28.1,28.1_3,C_cladosporioides,cladosporioides,1,East,-0.116033957,0.02046759,30
TIE_T5L1C32,28.4,28.4_1,C_cladosporioides,cladosporioides,1,East,-0.116033957,0.02046759,44
TIE_T5L1C32,28.4,28.4_2,C_cladosporioides,cladosporioides,1,East,-0.116033957,0.02046759,34
TIE_T5L1C32,28.4,28.4_3,C_cladosporioides,cladosporioides,1,East,-0.116033957,0.02046759,36
TIE_T5L1C32,28.2,28.2_1,C_cladosporioides,cladosporioides,1,East,-0.116033957,0.02046759,11
TIE_T5L1C32,28.2,28.2_2,C_cladosporioides,cladosporioides,1,East,-0.116033957,0.02046759,16
TIE_T5L1C32,28.2,28.2_3,C_cladosporioides,cladosporioides,1,East,-0.116033957,0.02046759,8
YK_T3L2C14,15.4,15.4_1,C_cladosporioides,cladosporioides,1,East,-0.112105992,0.018992671,30
YK_T3L2C14,15.4,15.4_2,C_cladosporioides,cladosporioides,1,East,-0.112105992,0.018992671,76
YK_T3L2C14,15.4,15.4_3,C_cladosporioides,cladosporioides,1,East,-0.112105992,0.018992671,19
YK_T3L2C14,15.1,15.1_1,C_cladosporioides,cladosporioides,1,East,-0.112105992,0.018992671,16
YK_T3L2C14,15.1,15.1_2,C_cladosporioides,cladosporioides,1,East,-0.112105992,0.018992671,47
YK_T3L2C14,15.1,15.1_3,C_cladosporioides,cladosporioides,1,East,-0.112105992,0.018992671,19
YK_T3L2C14,15.2,15.2_1,C_cladosporioides,cladosporioides,1,East,-0.112105992,0.018992671,10
YK_T3L2C14,15.2,15.2_2,C_cladosporioides,cladosporioides,1,East,-0.112105992,0.018992671,23
YK_T3L2C14,15.2,15.2_3,C_cladosporioides,cladosporioides,1,East,-0.112105992,0.018992671,19
YK_T3L2C14,15.3,15.3_1,C_cladosporioides,cladosporioides,1,East,-0.112105992,0.018992671,20
YK_T3L2C14,15.3,15.3_2,C_cladosporioides,cladosporioides,1,East,-0.112105992,0.018992671,17
YK_T3L2C14,15.3,15.3_3,C_cladosporioides,cladosporioides,1,East,-0.112105992,0.018992671,6
YK_T2L4C6,19.2,19.2_1,C_cladosporioides,cladosporioides,1,East,-0.114364057,0.019842076,15
YK_T2L4C6,19.2,19.2_2,C_cladosporioides,cladosporioides,1,East,-0.114364057,0.019842076,18
YK_T2L4C6,19.2,19.2_3,C_cladosporioides,cladosporioides,0,East,-0.114364057,0.019842076,1
YK_T2L4C6,19.3,19.3_1,C_cladosporioides,cladosporioides,1,East,-0.114364057,0.019842076,32
YK_T2L4C6,19.3,19.3_2,C_cladosporioides,cladosporioides,1,East,-0.114364057,0.019842076,15
YK_T2L4C6,19.3,19.3_3,C_cladosporioides,cladosporioides,1,East,-0.114364057,0.019842076,34
YK_T2L4C6,19.1,19.1_1,C_cladosporioides,cladosporioides,1,East,-0.114364057,0.019842076,8
YK_T2L4C6,19.1,19.1_2,C_cladosporioides,cladosporioides,1,East,-0.114364057,0.019842076,33
YK_T2L4C6,19.1,19.1_3,C_cladosporioides,cladosporioides,1,East,-0.114364057,0.019842076,33
