culture,plate,disk,species,clade,mycoparasitism,region,Axis.1,Axis.2,disease_severity
YK_T2L4C6,19.4,19.4_1,C_cladosporioides,cladosporioides,1,East,-0.114364057,0.019842076,38
YK_T2L4C6,19.4,19.4_2,C_cladosporioides,cladosporioides,1,East,-0.114364057,0.019842076,18
YK_T2L4C6,19.4,19.4_3,C_cladosporioides,cladosporioides,1,East,-0.114364057,0.019842076,33
YK_T4L2C24,31.3,31.3_1,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,60
YK_T4L2C24,31.3,31.3_2,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,30
YK_T4L2C24,31.3,31.3_3,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,5
YK_T4L2C24,31.2,31.2_1,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,60
YK_T4L2C24,31.2,31.2_2,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,6
YK_T4L2C24,31.2,31.2_3,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,7
YK_T4L2C24,31.4,31.4_1,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,29
YK_T4L2C24,31.4,31.4_2,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,43
YK_T4L2C24,31.4,31.4_3,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,29
YK_T4L2C24,31.1,31.1_1,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,43
YK_T4L2C24,31.1,31.1_2,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,44
YK_T4L2C24,31.1,31.1_3,C_cladosporioides,cladosporioides,1,East,-0.116034829,0.020467916,15
CAR_T3L4C18,37.4,37.4_1,C_delicatulum,cladosporioides,1,West,-0.134266493,0.032131887,44
CAR_T3L4C18,37.4,37.4_2,C_delicatulum,cladosporioides,1,West,-0.134266493,0.032131887,38
CAR_T3L4C18,37.4,37.4_3,C_delicatulum,cladosporioides,1,West,-0.134266493,0.032131887,32
CAR_T3L4C18,37.3,37.3_1,C_delicatulum,cladosporioides,1,West,-0.134266493,0.032131887,41
CAR_T3L4C18,37.3,37.3_3,C_delicatulum,cladosporioides,1,West,-0.134266493,0.032131887,43
CAR_T3L4C18,37.1,37.1_1,C_delicatulum,cladosporioides,1,West,-0.134266493,0.032131887,34
CAR_T3L4C18,37.1,37.1_2,C_delicatulum,cladosporioides,1,West,-0.134266493,0.032131887,10
CAR_T3L4C18,37.1,37.1_3,C_delicatulum,cladosporioides,1,West,-0.134266493,0.032131887,4
CAR_T3L4C18,37.2,37.2_1,C_delicatulum,cladosporioides,1,West,-0.134266493,0.032131887,1
CAR_T3L4C18,37.2,37.2_2,C_delicatulum,cladosporioides,1,West,-0.134266493,0.032131887,5
CAR_T3L4C18,37.2,37.2_3,C_delicatulum,cladosporioides,1,West,-0.134266493,0.032131887,8
CAR_T1L4C4,38.4,38.4_1,C_delicatulum,cladosporioides,1,West,-0.134268294,0.032132648,20
CAR_T1L4C4,38.4,38.4_2,C_delicatulum,cladosporioides,1,West,-0.134268294,0.032132648,52
CAR_T1L4C4,38.4,38.4_3,C_delicatulum,cladosporioides,1,West,-0.134268294,0.032132648,67
CAR_T1L4C4,38.2,38.2_1,C_delicatulum,cladosporioides,1,West,-0.134268294,0.032132648,21
CAR_T1L4C4,38.2,38.2_2,C_delicatulum,cladosporioides,1,West,-0.134268294,0.032132648,2
CAR_T1L4C4,38.2,38.2_3,C_delicatulum,cladosporioides,1,West,-0.134268294,0.032132648,3
CAR_T1L4C4,38.1,38.1_1,C_delicatulum,cladosporioides,1,West,-0.134268294,0.032132648,16
CAR_T1L4C4,38.1,38.1_2,C_delicatulum,cladosporioides,1,West,-0.134268294,0.032132648,27
CAR_T1L4C4,38.1,38.1_3,C_delicatulum,cladosporioides,1,West,-0.134268294,0.032132648,6
CAR_T1L4C4,38.3,38.3_1,C_delicatulum,cladosporioides,1,West,-0.134268294,0.032132648,30
CAR_T1L4C4,38.3,38.3_2,C_delicatulum,cladosporioides,1,West,-0.134268294,0.032132648,23
CAR_T1L4C4,38.3,38.3_3,C_delicatulum,cladosporioides,1,West,-0.134268294,0.032132648,15
DO_T1L1C1,40.3,40.3_1,C_delicatulum,cladosporioides,1,West,-0.134267394,0.032132267,32
DO_T1L1C1,40.3,40.3_2,C_delicatulum,cladosporioides,1,West,-0.134267394,0.032132267,36
DO_T1L1C1,40.3,40.3_3,C_delicatulum,cladosporioides,1,West,-0.134267394,0.032132267,20
DO_T1L1C1,40.2,40.2_1,C_delicatulum,cladosporioides,0,West,-0.134267394,0.032132267,4
DO_T1L1C1,40.2,40.2_2,C_delicatulum,cladosporioides,1,West,-0.134267394,0.032132267,18
DO_T1L1C1,40.2,40.2_3,C_delicatulum,cladosporioides,1,West,-0.134267394,0.032132267,0
DO_T1L1C1,40.4,40.4_1,C_delicatulum,cladosporioides,1,West,-0.134267394,0.032132267,38
DO_T1L1C1,40.4,40.4_2,C_delicatulum,cladosporioides,1,West,-0.134267394,0.032132267,42
DO_T1L1C1,40.4,40.4_3,C_delicatulum,cladosporioides,1,West,-0.134267394,0.032132267,55
DO_T1L1C1,40.1,40.1_1,C_delicatulum,cladosporioides,1,West,-0.134267394,0.032132267,34
DO_T1L1C1,40.1,40.1_2,C_delicatulum,cladosporioides,1,West,-0.134267394,0.032132267,23
DO_T1L1C1,40.1,40.1_3,C_delicatulum,cladosporioides,1,West,-0.134267394,0.032132267,23
DO_T3L2C18,48.4,48.4_1,C_delicatulum,cladosporioides,0,West,-0.130431281,0.030509256,18
DO_T3L2C18,48.4,48.4_2,C_delicatulum,cladosporioides,1,West,-0.130431281,0.030509256,54
DO_T3L2C18,48.4,48.4_3,C_delicatulum,cladosporioides,1,West,-0.130431281,0.030509256,4
DO_T3L2C18,48.3,48.3_1,C_delicatulum,cladosporioides,1,West,-0.130431281,0.030509256,28
DO_T3L2C18,48.3,48.3_2,C_delicatulum,cladosporioides,1,West,-0.130431281,0.030509256,89
DO_T3L2C18,48.3,48.3_3,C_delicatulum,cladosporioides,1,West,-0.130431281,0.030509256,31
DO_T3L2C18,48.1,48.1_1,C_delicatulum,cladosporioides,1,West,-0.130431281,0.030509256,15
DO_T3L2C18,48.1,48.1_2,C_delicatulum,cladosporioides,1,West,-0.130431281,0.030509256,19
DO_T3L2C18,48.1,48.1_3,C_delicatulum,cladosporioides,1,West,-0.130431281,0.030509256,15
DO_T3L2C18,48.2,48.2_1,C_delicatulum,cladosporioides,1,West,-0.130431281,0.030509256,48
DO_T3L2C18,48.2,48.2_3,C_delicatulum,cladosporioides,1,West,-0.130431281,0.030509256,19
SK_T3L5C7,27.3,27.3_1,C_delicatulum,cladosporioides,1,West,-0.131015701,0.030755234,40
SK_T3L5C7,27.3,27.3_2,C_delicatulum,cladosporioides,1,West,-0.131015701,0.030755234,45
SK_T3L5C7,27.3,27.3_3,C_delicatulum,cladosporioides,1,West,-0.131015701,0.030755234,16
SK_T3L5C7,27.1,27.1_1,C_delicatulum,cladosporioides,1,West,-0.131015701,0.030755234,43
SK_T3L5C7,27.1,27.1_2,C_delicatulum,cladosporioides,1,West,-0.131015701,0.030755234,33
SK_T3L5C7,27.1,27.1_3,C_delicatulum,cladosporioides,1,West,-0.131015701,0.030755234,12
SK_T3L5C7,27.2,27.2_1,C_delicatulum,cladosporioides,1,West,-0.131015701,0.030755234,1
SK_T3L5C7,27.2,27.2_2,C_delicatulum,cladosporioides,1,West,-0.131015701,0.030755234,8
SK_T3L5C7,27.2,27.2_3,C_delicatulum,cladosporioides,1,West,-0.131015701,0.030755234,1
SK_T3L5C7,27.4,27.4_1,C_delicatulum,cladosporioides,1,West,-0.131015701,0.030755234,9
SK_T3L5C7,27.4,27.4_2,C_delicatulum,cladosporioides,1,West,-0.131015701,0.030755234,62
SK_T3L5C7,27.4,27.4_3,C_delicatulum,cladosporioides,1,West,-0.131015701,0.030755234,20
SK_T5L5C15,39.1,39.1_1,C_delicatulum,cladosporioides,1,West,-0.133682037,0.03188489,38
SK_T5L5C15,39.1,39.1_2,C_delicatulum,cladosporioides,1,West,-0.133682037,0.03188489,36
SK_T5L5C15,39.1,39.1_3,C_delicatulum,cladosporioides,1,West,-0.133682037,0.03188489,19
SK_T5L5C15,39.2,39.2_1,C_delicatulum,cladosporioides,1,West,-0.133682037,0.03188489,11
SK_T5L5C15,39.2,39.2_2,C_delicatulum,cladosporioides,1,West,-0.133682037,0.03188489,14
SK_T5L5C15,39.2,39.2_3,C_delicatulum,cladosporioides,1,West,-0.133682037,0.03188489,3
SK_T5L5C15,39.4,39.4_1,C_delicatulum,cladosporioides,1,West,-0.133682037,0.03188489,85
SK_T5L5C15,39.4,39.4_2,C_delicatulum,cladosporioides,1,West,-0.133682037,0.03188489,37
SK_T5L5C15,39.4,39.4_3,C_delicatulum,cladosporioides,1,West,-0.133682037,0.03188489,40
SK_T5L5C15,39.3,39.3_2,C_delicatulum,cladosporioides,1,West,-0.133682037,0.03188489,37
SK_T5L5C15,39.3,39.3_3,C_delicatulum,cladosporioides,1,West,-0.133682037,0.03188489,54
SK_T4L2C8,5.1,5.1_1,C_delicatulum,cladosporioides,0,West,-0.133682938,0.03188527,3
SK_T4L2C8,5.1,5.1_2,C_delicatulum,cladosporioides,1,West,-0.133682938,0.03188527,69
SK_T4L2C8,5.1,5.1_3,C_delicatulum,cladosporioides,1,West,-0.133682938,0.03188527,11
SK_T4L2C8,5.4,5.4_1,C_delicatulum,cladosporioides,1,West,-0.133682938,0.03188527,46
SK_T4L2C8,5.4,5.4_2,C_delicatulum,cladosporioides,1,West,-0.133682938,0.03188527,51
